TimeStart,TimeEnd,Length (s),File Name
10/27/2021 16:22:41.975,10/27/2021 16:52:43.428,1801.453,0712_Bridge05844A_afterpour_633.ASC
10/27/2021 16:52:43.428,10/27/2021 17:22:44.748,1801.320,0713_Bridge05844A_afterpour_634.ASC
10/27/2021 17:22:44.748,10/27/2021 17:52:46.155,1801.407,0714_Bridge05844A_afterpour_635.ASC
10/27/2021 17:52:46.155,10/27/2021 18:22:47.562,1801.407,0715_Bridge05844A_afterpour_636.ASC
10/27/2021 18:22:47.562,10/27/2021 18:52:49.002,1801.440,0716_Bridge05844A_afterpour_637.ASC
10/27/2021 18:52:49.002,10/27/2021 19:22:50.402,1801.400,0717_Bridge05844A_afterpour_638.ASC
10/27/2021 19:22:50.402,10/27/2021 19:52:51.842,1801.440,0718_Bridge05844A_afterpour_639.ASC
10/27/2021 19:52:51.842,10/27/2021 20:22:53.135,1801.293,0719_Bridge05844A_afterpour_640.ASC
10/27/2021 20:22:53.135,10/27/2021 20:52:54.595,1801.460,0720_Bridge05844A_afterpour_641.ASC
10/27/2021 20:52:54.595,10/27/2021 21:22:56.028,1801.433,0721_Bridge05844A_afterpour_642.ASC
10/27/2021 21:22:56.028,10/27/2021 21:52:57.361,1801.333,0722_Bridge05844A_afterpour_643.ASC
10/27/2021 21:52:57.361,10/27/2021 22:22:58.801,1801.440,0723_Bridge05844A_afterpour_644.ASC
10/27/2021 22:22:58.801,10/27/2021 22:53:00.261,1801.460,0724_Bridge05844A_afterpour_645.ASC
10/27/2021 22:53:00.261,10/27/2021 23:23:01.568,1801.307,0725_Bridge05844A_afterpour_646.ASC
10/27/2021 23:23:01.568,10/27/2021 23:53:03.021,1801.453,0726_Bridge05844A_afterpour_647.ASC
10/27/2021 23:53:03.021,10/28/2021 0:23:04.374,1801.353,0727_Bridge05844A_afterpour_648.ASC
10/28/2021 0:23:04.374,10/28/2021 0:53:05.821,1801.447,0728_Bridge05844A_afterpour_649.ASC
10/28/2021 0:53:05.821,10/28/2021 1:23:07.248,1801.427,0729_Bridge05844A_afterpour_650.ASC
10/28/2021 1:23:07.248,10/28/2021 1:53:08.575,1801.327,0730_Bridge05844A_afterpour_651.ASC
10/28/2021 1:53:08.575,10/28/2021 2:23:10.048,1801.473,0731_Bridge05844A_afterpour_652.ASC
10/28/2021 2:23:10.048,10/28/2021 2:53:11.475,1801.427,0732_Bridge05844A_afterpour_653.ASC
10/28/2021 2:53:11.475,10/28/2021 3:23:12.802,1801.327,0733_Bridge05844A_afterpour_654.ASC
10/28/2021 3:23:12.802,10/28/2021 3:53:14.229,1801.427,0734_Bridge05844A_afterpour_655.ASC
10/28/2021 3:53:14.229,10/28/2021 4:23:15.642,1801.413,0735_Bridge05844A_afterpour_656.ASC
10/28/2021 4:23:15.642,10/28/2021 4:53:17.082,1801.440,0736_Bridge05844A_afterpour_657.ASC
10/28/2021 4:53:17.082,10/28/2021 5:23:18.409,1801.327,0737_Bridge05844A_afterpour_658.ASC
10/28/2021 5:23:18.409,10/28/2021 5:53:19.836,1801.427,0738_Bridge05844A_afterpour_659.ASC
10/28/2021 5:53:19.836,10/28/2021 6:23:21.249,1801.413,0739_Bridge05844A_afterpour_660.ASC
10/28/2021 6:23:21.249,10/28/2021 6:53:22.616,1801.367,0740_Bridge05844A_afterpour_661.ASC
10/28/2021 6:53:22.616,10/28/2021 7:23:24.036,1801.420,0741_Bridge05844A_afterpour_662.ASC
10/28/2021 7:23:24.036,10/28/2021 7:53:25.456,1801.420,0742_Bridge05844A_afterpour_663.ASC
10/28/2021 7:53:25.456,10/28/2021 8:23:26.796,1801.340,0743_Bridge05844A_afterpour_664.ASC
10/28/2021 8:23:26.796,10/28/2021 8:53:28.236,1801.440,0744_Bridge05844A_afterpour_665.ASC
10/28/2021 8:53:28.236,10/28/2021 9:23:29.663,1801.427,0745_Bridge05844A_afterpour_666.ASC
10/28/2021 9:23:29.663,10/28/2021 9:53:30.990,1801.327,0746_Bridge05844A_afterpour_667.ASC
10/28/2021 9:53:30.990,10/28/2021 10:23:32.417,1801.427,0747_Bridge05844A_afterpour_668.ASC
10/28/2021 10:23:32.417,10/28/2021 10:53:33.837,1801.420,0748_Bridge05844A_afterpour_669.ASC
10/28/2021 10:53:33.837,10/28/2021 11:23:35.244,1801.407,0749_Bridge05844A_afterpour_670.ASC
10/28/2021 11:23:35.244,10/28/2021 11:53:36.671,1801.427,0750_Bridge05844A_afterpour_671.ASC
10/28/2021 11:53:36.671,10/28/2021 12:23:38.084,1801.413,0751_Bridge05844A_afterpour_672.ASC
10/28/2021 12:23:38.084,10/28/2021 12:53:39.424,1801.340,0752_Bridge05844A_afterpour_673.ASC
10/28/2021 12:53:39.424,10/28/2021 13:23:40.857,1801.433,0753_Bridge05844A_afterpour_674.ASC
10/28/2021 13:23:40.857,10/28/2021 13:53:42.290,1801.433,0754_Bridge05844A_afterpour_675.ASC
10/28/2021 13:53:42.290,10/28/2021 14:23:43.670,1801.380,0755_Bridge05844A_afterpour_676.ASC
10/28/2021 14:23:43.670,10/28/2021 14:53:45.090,1801.420,0756_Bridge05844A_afterpour_677.ASC
10/28/2021 14:53:45.090,10/28/2021 15:23:46.417,1801.327,0757_Bridge05844A_afterpour_678.ASC
10/28/2021 15:23:46.417,10/28/2021 15:53:47.824,1801.407,0758_Bridge05844A_afterpour_679.ASC
10/28/2021 15:53:47.824,10/28/2021 16:23:49.277,1801.453,0759_Bridge05844A_afterpour_680.ASC
10/28/2021 16:23:49.277,10/28/2021 16:53:50.704,1801.427,0760_Bridge05844A_afterpour_681.ASC
10/28/2021 16:53:50.704,10/28/2021 17:23:52.031,1801.327,0761_Bridge05844A_afterpour_682.ASC
10/28/2021 17:23:52.031,10/28/2021 17:53:53.458,1801.427,0762_Bridge05844A_afterpour_683.ASC
10/28/2021 17:53:53.458,10/28/2021 18:23:54.885,1801.427,0763_Bridge05844A_afterpour_684.ASC
10/28/2021 18:23:54.885,10/28/2021 18:53:56.298,1801.413,0764_Bridge05844A_afterpour_685.ASC
10/28/2021 18:53:56.298,10/28/2021 19:23:57.631,1801.333,0765_Bridge05844A_afterpour_686.ASC
10/28/2021 19:23:57.631,10/28/2021 19:53:59.064,1801.433,0766_Bridge05844A_afterpour_687.ASC
10/28/2021 19:53:59.064,10/28/2021 20:24:00.491,1801.427,0767_Bridge05844A_afterpour_688.ASC
10/28/2021 20:24:00.491,10/28/2021 20:54:01.844,1801.353,0768_Bridge05844A_afterpour_689.ASC
10/28/2021 20:54:01.844,10/28/2021 21:24:03.271,1801.427,0769_Bridge05844A_afterpour_690.ASC
10/28/2021 21:24:03.271,10/28/2021 21:54:04.711,1801.440,0770_Bridge05844A_afterpour_691.ASC
10/28/2021 21:54:04.711,10/28/2021 22:24:06.118,1801.407,0771_Bridge05844A_afterpour_692.ASC
10/28/2021 22:24:06.118,10/28/2021 22:54:07.438,1801.320,0772_Bridge05844A_afterpour_693.ASC
10/28/2021 22:54:07.438,10/28/2021 23:24:08.891,1801.453,0773_Bridge05844A_afterpour_694.ASC
10/28/2021 23:24:08.891,10/28/2021 23:54:10.324,1801.433,0774_Bridge05844A_afterpour_695.ASC
10/28/2021 23:54:10.324,10/29/2021 0:24:11.697,1801.373,0775_Bridge05844A_afterpour_696.ASC
10/29/2021 0:24:11.697,10/29/2021 0:54:13.097,1801.400,0776_Bridge05844A_afterpour_697.ASC
10/29/2021 0:54:13.097,10/29/2021 1:24:14.450,1801.353,0777_Bridge05844A_afterpour_698.ASC
10/29/2021 1:24:14.450,10/29/2021 1:54:15.863,1801.413,0778_Bridge05844A_afterpour_699.ASC
10/29/2021 1:54:15.863,10/29/2021 2:24:17.316,1801.453,0779_Bridge05844A_afterpour_700.ASC
10/29/2021 2:24:17.316,10/29/2021 2:54:18.656,1801.340,0780_Bridge05844A_afterpour_701.ASC
10/29/2021 2:54:18.656,10/29/2021 3:24:20.096,1801.440,0781_Bridge05844A_afterpour_702.ASC
10/29/2021 3:24:20.096,10/29/2021 3:54:21.423,1801.327,0782_Bridge05844A_afterpour_703.ASC
10/29/2021 3:54:21.423,10/29/2021 4:24:22.896,1801.473,0783_Bridge05844A_afterpour_704.ASC
10/29/2021 4:24:22.896,10/29/2021 4:54:24.276,1801.380,0784_Bridge05844A_afterpour_705.ASC
10/29/2021 4:54:24.276,10/29/2021 5:24:25.696,1801.420,0785_Bridge05844A_afterpour_706.ASC
10/29/2021 5:24:25.696,10/29/2021 5:54:27.123,1801.427,0786_Bridge05844A_afterpour_707.ASC
10/29/2021 5:54:27.123,10/29/2021 6:24:28.450,1801.327,0787_Bridge05844A_afterpour_708.ASC
10/29/2021 6:24:28.450,10/29/2021 6:54:29.903,1801.453,0788_Bridge05844A_afterpour_709.ASC
10/29/2021 6:54:29.903,10/29/2021 7:24:31.243,1801.340,0789_Bridge05844A_afterpour_710.ASC
10/29/2021 7:24:31.243,10/29/2021 7:54:32.670,1801.427,0790_Bridge05844A_afterpour_711.ASC
10/29/2021 7:54:32.670,10/29/2021 8:24:34.110,1801.440,0791_Bridge05844A_afterpour_712.ASC
10/29/2021 8:24:34.110,10/29/2021 8:54:35.570,1801.460,0792_Bridge05844A_afterpour_713.ASC
10/29/2021 8:54:35.570,10/29/2021 9:24:36.883,1801.313,0793_Bridge05844A_afterpour_714.ASC
10/29/2021 9:24:36.883,10/29/2021 9:54:38.343,1801.460,0794_Bridge05844A_afterpour_715.ASC
10/29/2021 9:54:38.343,10/29/2021 10:24:39.690,1801.347,0795_Bridge05844A_afterpour_716.ASC
10/29/2021 10:24:39.690,10/29/2021 10:54:41.110,1801.420,0796_Bridge05844A_afterpour_717.ASC
10/29/2021 10:54:41.110,10/29/2021 11:24:42.483,1801.373,0797_Bridge05844A_afterpour_718.ASC
10/29/2021 11:24:42.483,10/29/2021 11:54:43.896,1801.413,0798_Bridge05844A_afterpour_719.ASC
10/29/2021 11:54:43.896,10/29/2021 12:24:45.343,1801.447,0799_Bridge05844A_afterpour_720.ASC
10/29/2021 12:24:45.343,10/29/2021 12:54:46.710,1801.367,0800_Bridge05844A_afterpour_721.ASC
10/29/2021 12:54:46.710,10/29/2021 13:24:48.037,1801.327,0801_Bridge05844A_afterpour_722.ASC
10/29/2021 13:24:48.037,10/29/2021 13:54:49.457,1801.420,0802_Bridge05844A_afterpour_723.ASC
10/29/2021 13:54:49.457,10/29/2021 14:24:50.890,1801.433,0803_Bridge05844A_afterpour_724.ASC
10/29/2021 14:24:50.890,10/29/2021 14:54:52.337,1801.447,0804_Bridge05844A_afterpour_725.ASC
10/29/2021 14:54:52.337,10/29/2021 15:24:53.690,1801.353,0805_Bridge05844A_afterpour_726.ASC
10/29/2021 15:24:53.690,10/29/2021 15:54:55.117,1801.427,0806_Bridge05844A_afterpour_727.ASC
10/29/2021 15:54:55.117,10/29/2021 16:24:56.537,1801.420,0807_Bridge05844A_afterpour_728.ASC
10/29/2021 16:24:56.537,10/29/2021 16:54:57.857,1801.320,0808_Bridge05844A_afterpour_729.ASC
10/29/2021 16:54:57.857,10/29/2021 17:24:59.277,1801.420,0809_Bridge05844A_afterpour_730.ASC
10/29/2021 17:24:59.277,10/29/2021 17:55:00.724,1801.447,0810_Bridge05844A_afterpour_731.ASC
10/29/2021 17:55:00.724,10/29/2021 18:25:02.084,1801.360,0811_Bridge05844A_afterpour_732.ASC
10/29/2021 18:25:02.084,10/29/2021 18:55:03.511,1801.427,0812_Bridge05844A_afterpour_733.ASC
10/29/2021 18:55:03.511,10/29/2021 19:25:04.931,1801.420,0813_Bridge05844A_afterpour_734.ASC
10/29/2021 19:25:04.931,10/29/2021 19:55:06.251,1801.320,0814_Bridge05844A_afterpour_735.ASC
10/29/2021 19:55:06.251,10/29/2021 20:25:07.704,1801.453,0815_Bridge05844A_afterpour_736.ASC
10/29/2021 20:25:07.704,10/29/2021 20:55:09.157,1801.453,0816_Bridge05844A_afterpour_737.ASC
10/29/2021 20:55:09.157,10/29/2021 21:25:10.524,1801.367,0817_Bridge05844A_afterpour_738.ASC
10/29/2021 21:25:10.524,10/29/2021 21:55:11.877,1801.353,0818_Bridge05844A_afterpour_739.ASC
10/29/2021 21:55:11.877,10/29/2021 22:25:13.330,1801.453,0819_Bridge05844A_afterpour_740.ASC
10/29/2021 22:25:13.330,10/29/2021 22:55:14.757,1801.427,0820_Bridge05844A_afterpour_741.ASC
10/29/2021 22:55:14.757,10/29/2021 23:25:16.124,1801.367,0821_Bridge05844A_afterpour_742.ASC
10/29/2021 23:25:16.124,10/29/2021 23:55:17.584,1801.460,0822_Bridge05844A_afterpour_743.ASC
10/29/2021 23:55:17.584,10/30/2021 0:25:18.904,1801.320,0823_Bridge05844A_afterpour_744.ASC
10/30/2021 0:25:18.904,10/30/2021 0:55:20.337,1801.433,0824_Bridge05844A_afterpour_745.ASC
10/30/2021 0:55:20.337,10/30/2021 1:25:21.697,1801.360,0825_Bridge05844A_afterpour_746.ASC
10/30/2021 1:25:21.697,10/30/2021 1:55:23.144,1801.447,0826_Bridge05844A_afterpour_747.ASC
10/30/2021 1:55:23.144,10/30/2021 2:25:24.477,1801.333,0827_Bridge05844A_afterpour_748.ASC
10/30/2021 2:25:24.477,10/30/2021 2:55:25.930,1801.453,0828_Bridge05844A_afterpour_749.ASC
10/30/2021 2:55:25.930,10/30/2021 3:25:27.397,1801.467,0829_Bridge05844A_afterpour_750.ASC
10/30/2021 3:25:27.397,10/30/2021 3:55:28.737,1801.340,0830_Bridge05844A_afterpour_751.ASC
10/30/2021 3:55:28.737,10/30/2021 4:25:30.164,1801.427,0831_Bridge05844A_afterpour_752.ASC
10/30/2021 4:25:30.164,10/30/2021 4:55:31.491,1801.327,0832_Bridge05844A_afterpour_753.ASC
10/30/2021 4:55:31.491,10/30/2021 5:25:32.951,1801.460,0833_Bridge05844A_afterpour_754.ASC
10/30/2021 5:25:32.951,10/30/2021 5:55:34.298,1801.347,0834_Bridge05844A_afterpour_755.ASC
10/30/2021 5:55:34.298,10/30/2021 6:25:35.738,1801.440,0835_Bridge05844A_afterpour_756.ASC
10/30/2021 6:25:35.738,10/30/2021 6:55:37.145,1801.407,0836_Bridge05844A_afterpour_757.ASC
10/30/2021 6:55:37.145,10/30/2021 7:25:38.485,1801.340,0837_Bridge05844A_afterpour_758.ASC
10/30/2021 7:25:38.485,10/30/2021 7:55:39.925,1801.440,0838_Bridge05844A_afterpour_759.ASC
10/30/2021 7:55:39.925,10/30/2021 8:25:41.372,1801.447,0839_Bridge05844A_afterpour_760.ASC
10/30/2021 8:25:41.372,10/30/2021 8:55:42.712,1801.340,0840_Bridge05844A_afterpour_761.ASC
10/30/2021 8:55:42.712,10/30/2021 9:25:44.159,1801.447,0841_Bridge05844A_afterpour_762.ASC
10/30/2021 9:25:44.159,10/30/2021 9:55:45.592,1801.433,0842_Bridge05844A_afterpour_763.ASC
10/30/2021 9:55:45.592,10/30/2021 10:25:46.925,1801.333,0843_Bridge05844A_afterpour_764.ASC
10/30/2021 10:25:46.925,10/30/2021 10:55:48.352,1801.427,0844_Bridge05844A_afterpour_765.ASC
10/30/2021 10:55:48.352,10/30/2021 11:25:49.805,1801.453,0845_Bridge05844A_afterpour_766.ASC
10/30/2021 11:25:49.805,10/30/2021 11:55:51.185,1801.380,0846_Bridge05844A_afterpour_767.ASC
10/30/2021 11:55:51.185,10/30/2021 12:25:52.498,1801.313,0847_Bridge05844A_afterpour_768.ASC
10/30/2021 12:25:52.498,10/30/2021 12:55:53.958,1801.460,0848_Bridge05844A_afterpour_769.ASC
10/30/2021 12:55:53.958,10/30/2021 13:25:55.378,1801.420,0849_Bridge05844A_afterpour_770.ASC
10/30/2021 13:25:55.378,10/30/2021 13:55:56.751,1801.373,0850_Bridge05844A_afterpour_771.ASC
10/30/2021 13:55:56.751,10/30/2021 14:25:58.191,1801.440,0851_Bridge05844A_afterpour_772.ASC
10/30/2021 14:25:58.191,10/30/2021 14:55:59.558,1801.367,0852_Bridge05844A_afterpour_773.ASC
10/30/2021 14:55:59.558,10/30/2021 15:26:00.991,1801.433,0853_Bridge05844A_afterpour_774.ASC
10/30/2021 15:26:00.991,10/30/2021 15:56:02.338,1801.347,0854_Bridge05844A_afterpour_775.ASC
10/30/2021 15:56:02.338,10/30/2021 16:26:03.778,1801.440,0855_Bridge05844A_afterpour_776.ASC
10/30/2021 16:26:03.778,10/30/2021 16:56:05.131,1801.353,0856_Bridge05844A_afterpour_777.ASC
10/30/2021 16:56:05.131,10/30/2021 17:26:06.598,1801.467,0857_Bridge05844A_afterpour_778.ASC
10/30/2021 17:26:06.598,10/30/2021 17:56:07.958,1801.360,0858_Bridge05844A_afterpour_779.ASC
10/30/2021 17:56:07.958,10/30/2021 18:26:09.405,1801.447,0859_Bridge05844A_afterpour_780.ASC
10/30/2021 18:26:09.405,10/30/2021 18:56:10.765,1801.360,0860_Bridge05844A_afterpour_781.ASC
10/30/2021 18:56:10.765,10/30/2021 19:26:12.198,1801.433,0861_Bridge05844A_afterpour_782.ASC
10/30/2021 19:26:12.198,10/30/2021 19:56:13.571,1801.373,0862_Bridge05844A_afterpour_783.ASC
10/30/2021 19:56:13.571,10/30/2021 20:26:15.011,1801.440,0863_Bridge05844A_afterpour_784.ASC
10/30/2021 20:26:15.011,10/30/2021 20:56:16.371,1801.360,0864_Bridge05844A_afterpour_785.ASC
10/30/2021 20:56:16.371,10/30/2021 21:26:17.818,1801.447,0865_Bridge05844A_afterpour_786.ASC
10/30/2021 21:26:17.818,10/30/2021 21:56:19.191,1801.373,0866_Bridge05844A_afterpour_787.ASC
10/30/2021 21:56:19.191,10/30/2021 22:26:20.658,1801.467,0867_Bridge05844A_afterpour_788.ASC
10/30/2021 22:26:20.658,10/30/2021 22:56:21.985,1801.327,0868_Bridge05844A_afterpour_789.ASC
10/30/2021 22:56:21.985,10/30/2021 23:26:23.465,1801.480,0869_Bridge05844A_afterpour_790.ASC
10/30/2021 23:26:23.465,10/30/2021 23:56:24.845,1801.380,0870_Bridge05844A_afterpour_791.ASC
10/30/2021 23:56:24.845,10/31/2021 0:26:26.172,1801.327,0871_Bridge05844A_afterpour_792.ASC
10/31/2021 0:26:26.172,10/31/2021 0:56:27.625,1801.453,0872_Bridge05844A_afterpour_793.ASC
10/31/2021 0:56:27.625,10/31/2021 1:26:29.085,1801.460,0873_Bridge05844A_afterpour_794.ASC
10/31/2021 1:26:29.085,10/31/2021 1:56:30.458,1801.373,0874_Bridge05844A_afterpour_795.ASC
10/31/2021 1:56:30.458,10/31/2021 2:26:31.818,1801.360,0875_Bridge05844A_afterpour_796.ASC
10/31/2021 2:26:31.818,10/31/2021 2:56:33.251,1801.433,0876_Bridge05844A_afterpour_797.ASC
10/31/2021 2:56:33.251,10/31/2021 3:01:31.304,298.053,0877_Bridge05844A_afterpour_798.ASC
10/31/2021 3:01:31.304,10/31/2021 3:31:32.751,1801.447,0878_Bridge05844A_afterpour_799.ASC
10/31/2021 3:31:32.751,10/31/2021 4:01:34.111,1801.360,0879_Bridge05844A_afterpour_800.ASC
10/31/2021 4:01:34.111,10/31/2021 4:31:35.464,1801.353,0880_Bridge05844A_afterpour_801.ASC
10/31/2021 4:31:35.464,10/31/2021 5:01:36.944,1801.480,0881_Bridge05844A_afterpour_802.ASC
10/31/2021 5:01:36.944,10/31/2021 5:31:38.304,1801.360,0882_Bridge05844A_afterpour_803.ASC
10/31/2021 5:31:38.304,10/31/2021 6:01:39.744,1801.440,0883_Bridge05844A_afterpour_804.ASC
10/31/2021 6:01:39.744,10/31/2021 6:31:41.104,1801.360,0884_Bridge05844A_afterpour_805.ASC
10/31/2021 6:31:41.104,10/31/2021 7:01:42.564,1801.460,0885_Bridge05844A_afterpour_806.ASC
10/31/2021 7:01:42.564,10/31/2021 7:31:43.917,1801.353,0886_Bridge05844A_afterpour_807.ASC
10/31/2021 7:31:43.917,10/31/2021 8:01:45.357,1801.440,0887_Bridge05844A_afterpour_808.ASC
10/31/2021 8:01:45.357,10/31/2021 8:31:46.710,1801.353,0888_Bridge05844A_afterpour_809.ASC
10/31/2021 8:31:46.710,10/31/2021 9:01:48.157,1801.447,0889_Bridge05844A_afterpour_810.ASC
10/31/2021 9:01:48.157,10/31/2021 9:31:49.504,1801.347,0890_Bridge05844A_afterpour_811.ASC
10/31/2021 9:31:49.504,10/31/2021 10:01:50.951,1801.447,0891_Bridge05844A_afterpour_812.ASC
10/31/2021 10:01:50.951,10/31/2021 10:31:52.284,1801.333,0892_Bridge05844A_afterpour_813.ASC
10/31/2021 10:31:52.284,10/31/2021 11:01:53.764,1801.480,0893_Bridge05844A_afterpour_814.ASC
10/31/2021 11:01:53.764,10/31/2021 11:31:55.131,1801.367,0894_Bridge05844A_afterpour_815.ASC
10/31/2021 11:31:55.131,10/31/2021 12:01:56.564,1801.433,0895_Bridge05844A_afterpour_816.ASC
10/31/2021 12:01:56.564,10/31/2021 12:31:57.897,1801.333,0896_Bridge05844A_afterpour_817.ASC
10/31/2021 12:31:57.897,10/31/2021 13:01:59.350,1801.453,0897_Bridge05844A_afterpour_818.ASC
10/31/2021 13:01:59.350,10/31/2021 13:32:00.797,1801.447,0898_Bridge05844A_afterpour_819.ASC
10/31/2021 13:32:00.797,10/31/2021 14:02:02.144,1801.347,0899_Bridge05844A_afterpour_820.ASC
10/31/2021 14:02:02.144,10/31/2021 14:32:03.591,1801.447,0900_Bridge05844A_afterpour_821.ASC
10/31/2021 14:32:03.591,10/31/2021 15:02:05.018,1801.427,0901_Bridge05844A_afterpour_822.ASC
10/31/2021 15:02:05.018,10/31/2021 15:32:06.358,1801.340,0902_Bridge05844A_afterpour_823.ASC
10/31/2021 15:32:06.358,10/31/2021 16:02:07.818,1801.460,0903_Bridge05844A_afterpour_824.ASC
10/31/2021 16:02:07.818,10/31/2021 16:32:09.165,1801.347,0904_Bridge05844A_afterpour_825.ASC
10/31/2021 16:32:09.165,10/31/2021 17:02:10.592,1801.427,0905_Bridge05844A_afterpour_826.ASC
10/31/2021 17:02:10.592,10/31/2021 17:32:12.025,1801.433,0906_Bridge05844A_afterpour_827.ASC
10/31/2021 17:32:12.025,10/31/2021 18:02:13.352,1801.327,0907_Bridge05844A_afterpour_828.ASC
10/31/2021 18:02:13.352,10/31/2021 18:32:14.825,1801.473,0908_Bridge05844A_afterpour_829.ASC
10/31/2021 18:32:14.825,10/31/2021 19:02:16.252,1801.427,0909_Bridge05844A_afterpour_830.ASC
10/31/2021 19:02:16.252,10/31/2021 19:32:17.632,1801.380,0910_Bridge05844A_afterpour_831.ASC
10/31/2021 19:32:17.632,10/31/2021 20:02:18.985,1801.353,0911_Bridge05844A_afterpour_832.ASC
10/31/2021 20:02:18.985,10/31/2021 20:32:20.425,1801.440,0912_Bridge05844A_afterpour_833.ASC
10/31/2021 20:32:20.425,10/31/2021 21:02:21.865,1801.440,0913_Bridge05844A_afterpour_834.ASC
10/31/2021 21:02:21.865,10/31/2021 21:32:23.238,1801.373,0914_Bridge05844A_afterpour_835.ASC
10/31/2021 21:32:23.238,10/31/2021 22:02:24.598,1801.360,0915_Bridge05844A_afterpour_836.ASC
10/31/2021 22:02:24.598,10/31/2021 22:32:26.045,1801.447,0916_Bridge05844A_afterpour_837.ASC
10/31/2021 22:32:26.045,10/31/2021 23:02:27.472,1801.427,0917_Bridge05844A_afterpour_838.ASC
10/31/2021 23:02:27.472,10/31/2021 23:32:28.852,1801.380,0918_Bridge05844A_afterpour_839.ASC
10/31/2021 23:32:28.852,11/1/2021 0:02:30.205,1801.353,0919_Bridge05844A_afterpour_840.ASC
11/1/2021 0:02:30.205,11/1/2021 0:32:31.658,1801.453,0920_Bridge05844A_afterpour_841.ASC
11/1/2021 0:32:31.658,11/1/2021 1:02:33.031,1801.373,0921_Bridge05844A_afterpour_842.ASC
11/1/2021 1:02:33.031,11/1/2021 1:32:34.458,1801.427,0922_Bridge05844A_afterpour_843.ASC
11/1/2021 1:32:34.458,11/1/2021 2:02:35.805,1801.347,0923_Bridge05844A_afterpour_844.ASC
11/1/2021 2:02:35.805,11/1/2021 2:32:37.298,1801.493,0924_Bridge05844A_afterpour_845.ASC
11/1/2021 2:32:37.298,11/1/2021 3:02:38.665,1801.367,0925_Bridge05844A_afterpour_846.ASC
11/1/2021 3:02:38.665,11/1/2021 3:32:40.105,1801.440,0926_Bridge05844A_afterpour_847.ASC
11/1/2021 3:32:40.105,11/1/2021 4:02:41.445,1801.340,0927_Bridge05844A_afterpour_848.ASC
11/1/2021 4:02:41.445,11/1/2021 4:32:42.912,1801.467,0928_Bridge05844A_afterpour_849.ASC
11/1/2021 4:32:42.912,11/1/2021 5:02:44.279,1801.367,0929_Bridge05844A_afterpour_850.ASC
11/1/2021 5:02:44.279,11/1/2021 5:32:45.726,1801.447,0930_Bridge05844A_afterpour_851.ASC
11/1/2021 5:32:45.726,11/1/2021 6:02:47.053,1801.327,0931_Bridge05844A_afterpour_852.ASC
11/1/2021 6:02:47.053,11/1/2021 6:32:48.533,1801.480,0932_Bridge05844A_afterpour_853.ASC
11/1/2021 6:32:48.533,11/1/2021 7:02:49.886,1801.353,0933_Bridge05844A_afterpour_854.ASC
11/1/2021 7:02:49.886,11/1/2021 7:32:51.233,1801.347,0934_Bridge05844A_afterpour_855.ASC
11/1/2021 7:32:51.233,11/1/2021 8:02:52.686,1801.453,0935_Bridge05844A_afterpour_856.ASC
11/1/2021 8:02:52.686,11/1/2021 8:32:54.139,1801.453,0936_Bridge05844A_afterpour_857.ASC
11/1/2021 8:32:54.139,11/1/2021 9:02:55.486,1801.347,0937_Bridge05844A_afterpour_858.ASC
11/1/2021 9:02:55.486,11/1/2021 9:32:56.906,1801.420,0938_Bridge05844A_afterpour_859.ASC
11/1/2021 9:32:56.906,11/1/2021 10:02:58.466,1801.560,0939_Bridge05844A_afterpour_860.ASC
11/1/2021 10:02:58.466,11/1/2021 10:32:59.673,1801.207,0940_Bridge05844A_afterpour_861.ASC
11/1/2021 10:32:59.673,11/1/2021 11:03:01.126,1801.453,0941_Bridge05844A_afterpour_862.ASC
11/1/2021 11:03:01.126,11/1/2021 11:33:02.499,1801.373,0942_Bridge05844A_afterpour_863.ASC
11/1/2021 11:33:02.499,11/1/2021 12:03:03.926,1801.427,0943_Bridge05844A_afterpour_864.ASC
11/1/2021 12:03:03.926,11/1/2021 12:33:05.279,1801.353,0944_Bridge05844A_afterpour_865.ASC
11/1/2021 12:33:05.279,11/1/2021 13:03:06.732,1801.453,0945_Bridge05844A_afterpour_866.ASC
11/1/2021 13:03:06.732,11/1/2021 13:33:08.092,1801.360,0946_Bridge05844A_afterpour_867.ASC
11/1/2021 13:33:08.092,11/1/2021 14:03:09.532,1801.440,0947_Bridge05844A_afterpour_868.ASC
11/1/2021 14:03:09.532,11/1/2021 14:33:10.872,1801.340,0948_Bridge05844A_afterpour_869.ASC
11/1/2021 14:33:10.872,11/1/2021 15:03:12.339,1801.467,0949_Bridge05844A_afterpour_870.ASC
11/1/2021 15:03:12.339,11/1/2021 15:33:13.779,1801.440,0950_Bridge05844A_afterpour_871.ASC
11/1/2021 15:33:13.779,11/1/2021 16:03:15.119,1801.340,0951_Bridge05844A_afterpour_872.ASC
11/1/2021 16:03:15.119,11/1/2021 16:33:16.566,1801.447,0952_Bridge05844A_afterpour_873.ASC
11/1/2021 16:33:16.566,11/1/2021 17:03:17.899,1801.333,0953_Bridge05844A_afterpour_874.ASC
11/1/2021 17:03:17.899,11/1/2021 17:33:19.372,1801.473,0954_Bridge05844A_afterpour_875.ASC
11/1/2021 17:33:19.372,11/1/2021 18:03:20.699,1801.327,0955_Bridge05844A_afterpour_876.ASC
11/1/2021 18:03:20.699,11/1/2021 18:33:22.126,1801.427,0956_Bridge05844A_afterpour_877.ASC
